,Airline,Destination,Duration,Total_Stops,Price,Dep_Hour,Dep_Day,Dep_Min,Journey_DOW,Source_Banglore,Source_Kolkata,Source_Delhi,Source_Chennai,Source_Mumbai
2830,3,4,300,1,6232.0,16,21,0,3,0,0,1,0,0
2831,3,2,170,0,4777.0,5,3,30,1,1,0,0,0,0
2832,8,3,155,0,4145.0,20,6,45,6,0,1,0,0,0
2833,2,3,720,1,5192.0,22,15,40,2,0,1,0,0,0
2834,8,4,170,0,4729.0,5,4,10,4,0,0,1,0,0
2835,3,4,860,1,6093.0,6,6,40,2,0,0,1,0,0
2836,8,3,545,1,8891.0,9,5,25,5,0,1,0,0,0
2837,11,4,745,1,12242.0,16,27,0,2,0,0,1,0,0
2838,11,3,1500,1,11467.0,17,5,0,5,0,1,0,0,0
2839,11,3,730,1,14781.0,21,21,10,1,0,1,0,0,0
2840,9,4,720,1,10197.0,7,18,0,5,0,0,1,0,0
2841,11,2,725,1,17261.0,21,3,25,0,1,0,0,0,0
2842,8,4,765,1,7480.0,20,5,40,5,0,0,1,0,0
2843,3,3,155,0,4804.0,15,21,30,1,0,1,0,0,0
2844,1,3,145,0,4439.0,9,21,0,6,0,1,0,0,0
2845,11,4,1375,2,10368.0,5,6,30,3,0,0,1,0,0
2846,1,4,310,1,6065.0,6,21,10,3,0,0,1,0,0
2847,11,3,585,1,8586.0,18,24,55,4,0,1,0,0,0
2848,3,4,185,0,5406.0,14,18,30,0,0,0,1,0,0
2849,11,4,600,2,12142.0,18,6,25,3,0,0,1,0,0
2850,11,4,620,1,14714.0,2,6,15,3,0,0,1,0,0
2851,11,4,1570,1,10262.0,2,15,15,5,0,0,1,0,0
2852,8,2,725,1,15434.0,11,3,50,0,1,0,0,0,0
2853,8,3,1390,2,10676.0,12,18,0,5,0,1,0,0,0
2854,3,3,155,0,4804.0,20,21,20,6,0,1,0,0,0
2855,11,4,1025,2,13014.0,19,6,30,4,0,0,1,0,0
2856,3,2,170,0,3943.0,10,5,10,1,1,0,0,0,0
2857,8,1,990,2,9678.0,5,3,30,0,0,0,0,0,1
2858,11,3,685,1,14781.0,8,15,25,2,0,1,0,0,0
2859,9,4,600,1,10197.0,9,15,0,2,0,0,1,0,0
2860,8,4,800,2,10861.0,5,5,55,3,0,0,1,0,0
2861,11,3,450,1,10844.0,21,5,10,5,0,1,0,0,0
2862,8,4,965,1,7480.0,17,21,20,1,0,0,1,0,0
2863,3,4,500,1,5684.0,17,24,10,0,0,0,1,0,0
2864,11,4,1620,1,14714.0,16,6,0,3,0,0,1,0,0
2865,11,3,505,1,9314.0,9,4,35,4,0,1,0,0,0
2866,8,3,155,0,4435.0,20,15,45,4,0,1,0,0,0
2867,9,4,690,1,11789.0,7,27,30,3,0,0,1,0,0
2868,1,2,175,0,3919.0,21,4,10,0,1,0,0,0,0
2869,11,2,175,0,5198.0,15,4,15,1,1,0,0,0,0
2870,1,2,170,0,4273.0,5,24,45,6,1,0,0,0,0
2871,5,3,1550,1,8820.0,17,5,0,3,0,1,0,0,0
2872,3,1,90,0,2754.0,12,5,0,2,0,0,0,0,1
2873,5,3,1625,1,8085.0,20,6,20,4,0,1,0,0,0
2874,11,3,1480,1,10539.0,20,6,25,4,0,1,0,0,0
2875,11,3,750,1,14676.0,9,6,35,4,0,1,0,0,0
2876,11,4,1570,1,6017.0,2,27,15,2,0,0,1,0,0
2877,11,2,185,0,4544.0,18,4,55,4,1,0,0,0,0
2878,0,1,195,1,4140.0,13,3,5,0,0,0,0,0,1
2879,11,2,175,0,7229.0,11,5,10,1,1,0,0,0,0
2880,8,4,1275,2,16373.0,22,3,0,1,0,0,1,0,0
2881,8,3,1045,2,10991.0,5,5,50,5,0,1,0,0,0
2882,11,3,1315,1,9663.0,14,18,5,5,0,1,0,0,0
2883,8,2,1520,1,14305.0,22,3,0,3,1,0,0,0,0
2884,2,4,865,1,6752.0,16,15,45,2,0,0,1,0,0
2885,11,3,1010,1,8529.0,16,6,30,4,0,1,0,0,0
2886,3,4,195,0,4729.0,5,27,35,2,0,0,1,0,0
2887,9,4,735,1,7670.0,8,18,45,5,0,0,1,0,0
2888,11,1,90,0,4995.0,10,5,20,1,0,0,0,0,1
2889,11,2,180,0,7229.0,8,5,20,5,1,0,0,0,0
2890,3,2,175,0,4823.0,7,27,10,5,1,0,0,0,0
2891,2,3,150,0,3782.0,19,27,35,2,0,1,0,0,0
2892,11,4,1485,1,12898.0,18,21,15,1,0,0,1,0,0
2893,1,3,140,0,3841.0,22,24,20,4,0,1,0,0,0
2894,9,4,505,1,9627.0,10,18,35,5,0,0,1,0,0
2895,11,3,890,1,14571.0,21,6,10,4,0,1,0,0,0
2896,3,3,155,0,6985.0,15,24,20,6,0,1,0,0,0
2897,11,1,85,0,8040.0,7,21,5,4,0,0,0,0,1
2898,3,3,155,0,4804.0,22,21,15,4,0,1,0,0,0
2899,9,4,845,1,10678.0,4,27,55,3,0,0,1,0,0
2900,11,3,1515,1,14231.0,16,24,55,6,0,1,0,0,0
2901,11,3,1220,1,8529.0,20,6,0,4,0,1,0,0,0
2902,8,4,500,2,11753.0,10,24,55,0,0,0,1,0,0
2903,11,4,1760,2,16704.0,23,18,5,5,0,0,1,0,0
2904,11,3,585,1,13374.0,18,6,55,3,0,1,0,0,0
2905,8,1,80,0,3625.0,21,5,5,5,0,0,0,0,1
2906,11,4,1620,1,16079.0,16,21,0,1,0,0,1,0,0
2907,11,4,940,1,10262.0,20,27,55,3,0,0,1,0,0
2908,11,3,330,1,9663.0,6,15,30,2,0,1,0,0,0
2909,9,4,450,1,9595.0,18,18,0,5,0,0,1,0,0
2910,3,3,155,0,4804.0,17,24,15,0,0,1,0,0,0
2911,8,3,1165,2,12744.0,10,6,0,4,0,1,0,0,0
2912,8,2,170,0,6961.0,13,6,20,6,1,0,0,0,0
2913,11,3,875,1,9663.0,14,5,5,2,0,1,0,0,0
2914,9,4,520,1,7575.0,10,21,35,1,0,0,1,0,0
2915,8,2,925,2,13355.0,19,3,10,6,1,0,0,0,0
2916,8,3,1700,2,12592.0,9,24,25,4,0,1,0,0,0
2917,8,1,90,0,3625.0,13,6,55,6,0,0,0,0,1
2918,11,4,805,1,10262.0,15,24,0,0,0,0,1,0,0
2919,8,4,1410,2,9443.0,19,21,45,1,0,0,1,0,0
2920,8,4,635,1,18959.0,8,3,40,1,0,0,1,0,0
2921,3,1,85,0,4784.0,6,3,20,6,0,0,0,0,1
2922,8,3,1110,1,7893.0,17,4,30,4,0,1,0,0,0
2923,8,4,1490,2,14431.0,6,27,50,3,0,0,1,0,0
2924,6,2,340,1,8372.0,5,3,45,3,1,0,0,0,0
2925,11,1,90,0,3210.0,19,24,35,4,0,0,0,0,1
2926,9,4,900,1,13677.0,6,3,0,1,0,0,1,0,0
2927,8,4,1640,1,7480.0,6,27,5,0,0,0,1,0,0
2928,8,4,760,1,8372.0,19,24,0,0,0,0,1,0,0
2929,11,4,1380,2,11664.0,5,27,25,2,0,0,1,0,0
2930,8,2,165,0,6961.0,10,18,0,1,1,0,0,0,0
2931,8,2,165,0,6121.0,17,24,0,2,1,0,0,0,0
2932,8,2,165,0,5911.0,6,4,10,2,1,0,0,0,0
2933,4,2,170,0,3398.0,11,5,40,2,1,0,0,0,0
2934,9,4,390,1,7530.0,19,6,0,4,0,0,1,0,0
2935,4,2,165,0,3419.0,20,24,55,4,1,0,0,0,0
2936,5,2,175,0,6558.0,21,24,10,6,1,0,0,0,0
2937,8,3,1435,1,10203.0,20,6,30,4,0,1,0,0,0
2938,11,2,1525,1,11087.0,18,3,55,1,1,0,0,0,0
2939,1,2,170,0,5575.0,20,24,30,6,1,0,0,0,0
2940,2,4,870,1,6152.0,7,24,55,2,0,0,1,0,0
2941,11,3,435,1,5608.0,10,5,20,3,0,1,0,0,0
2942,11,2,1365,1,17261.0,11,3,40,0,1,0,0,0,0
2943,11,4,1615,2,15129.0,9,5,40,3,0,0,1,0,0
2944,4,2,165,0,3419.0,20,5,55,2,1,0,0,0,0
2945,3,4,285,1,6218.0,10,21,45,3,0,0,1,0,0
2946,11,4,620,1,14714.0,2,6,15,2,0,0,1,0,0
2947,9,4,465,1,14848.0,11,6,30,2,0,0,1,0,0
2948,11,3,435,1,9358.0,10,5,20,3,0,1,0,0,0
2949,8,3,1350,1,8366.0,9,5,25,2,0,1,0,0,0
2950,9,4,465,1,15342.0,11,3,30,0,0,0,1,0,0
2951,11,1,80,0,5678.0,3,21,5,3,0,0,0,0,1
2952,3,3,155,0,4804.0,22,5,15,2,0,1,0,0,0
2953,11,3,475,1,14571.0,8,24,25,4,0,1,0,0,0
2954,11,3,740,1,12681.0,8,4,25,4,0,1,0,0,0
2955,11,2,780,1,17261.0,21,3,25,0,1,0,0,0,0
2956,5,3,1065,1,9922.0,17,6,0,4,0,1,0,0,0
2957,11,3,1025,1,10844.0,18,18,55,5,0,1,0,0,0
2958,1,2,160,0,4423.0,5,21,55,6,1,0,0,0,0
2959,3,2,165,0,3419.0,1,24,30,4,1,0,0,0,0
2960,11,4,335,1,14714.0,22,24,50,0,0,0,1,0,0
2961,11,2,340,1,11087.0,5,3,45,1,1,0,0,0,0
2962,3,4,570,1,6316.0,16,27,0,3,0,0,1,0,0
2963,1,0,135,0,3543.0,9,27,45,0,0,0,0,1,0
2964,11,3,1025,1,14571.0,18,6,55,3,0,1,0,0,0
2965,11,3,505,1,14676.0,9,6,35,4,0,1,0,0,0
2966,11,2,995,1,17261.0,16,3,55,0,1,0,0,0,0
2967,11,3,910,1,13941.0,8,15,25,2,0,1,0,0,0
2968,8,4,1565,1,13348.0,6,3,10,6,0,0,1,0,0
2969,11,2,175,0,8016.0,11,18,10,1,1,0,0,0,0
2970,11,4,330,1,12898.0,7,27,5,0,0,0,1,0,0
2971,11,2,185,0,7229.0,18,4,55,2,1,0,0,0,0
2972,1,1,90,0,2017.0,5,27,45,3,0,0,0,0,1
2973,11,2,670,1,16736.0,8,3,0,0,1,0,0,0,0
2974,1,3,150,0,3873.0,17,18,10,1,0,1,0,0,0
2975,3,4,490,1,6704.0,14,5,20,3,0,0,1,0,0
2976,11,3,1495,1,10844.0,18,6,55,3,0,1,0,0,0
2977,5,2,160,0,7450.0,19,3,40,1,1,0,0,0,0
2978,11,2,730,1,16736.0,16,3,55,0,1,0,0,0,0
2979,11,4,1295,1,10262.0,15,15,0,5,0,0,1,0,0
2980,8,3,2065,2,10991.0,5,5,50,5,0,1,0,0,0
2981,1,2,175,0,3311.0,21,6,10,3,1,0,0,0,0
2982,3,4,895,1,7081.0,10,24,35,4,0,0,1,0,0
2983,3,2,180,0,3943.0,21,27,15,5,1,0,0,0,0
2984,8,4,375,1,8372.0,13,21,0,1,0,0,1,0,0
2985,8,4,1410,2,11701.0,19,3,45,1,0,0,1,0,0
2986,11,2,175,0,5769.0,15,6,15,2,1,0,0,0,0
2987,9,4,625,2,15965.0,15,6,5,4,0,0,1,0,0
2988,1,2,170,0,4423.0,9,6,30,4,1,0,0,0,0
2989,11,2,280,1,6136.0,9,15,45,4,1,0,0,0,0
2990,11,2,365,1,11087.0,16,3,55,1,1,0,0,0,0
2991,3,0,145,0,3540.0,5,6,15,2,0,0,0,1,0
2992,11,4,865,1,12898.0,14,21,0,1,0,0,1,0,0
2993,3,2,165,0,4591.0,6,18,5,3,1,0,0,0,0
2994,8,4,1660,1,8635.0,4,24,0,6,0,0,1,0,0
2995,11,4,600,1,14714.0,9,27,0,3,0,0,1,0,0
2996,11,3,1365,1,14151.0,20,18,25,5,0,1,0,0,0
2997,9,4,860,1,8835.0,4,6,55,6,0,0,1,0,0
2998,8,3,925,1,11936.0,17,21,30,1,0,1,0,0,0
2999,11,4,900,2,13882.0,21,6,35,4,0,0,1,0,0
3000,8,4,965,1,5117.0,17,4,20,4,0,0,1,0,0
3001,11,2,175,0,4544.0,15,24,15,4,1,0,0,0,0
3002,3,4,940,1,6442.0,6,15,50,2,0,0,1,0,0
3003,8,4,1275,2,10441.0,22,5,0,3,0,0,1,0,0
3004,3,1,95,0,2227.0,20,21,5,1,0,0,0,0,1
3005,11,2,165,0,7229.0,6,15,0,0,1,0,0,0,0
3006,11,4,360,1,10262.0,13,6,0,6,0,0,1,0,0
3007,11,2,800,1,13817.0,8,3,0,1,1,0,0,0,0
3008,1,4,295,1,5975.0,17,21,55,1,0,0,1,0,0
3009,3,3,160,0,4148.0,21,21,25,3,0,1,0,0,0
3010,9,4,570,1,13587.0,11,6,30,3,0,0,1,0,0
3011,11,1,80,0,2759.0,3,21,5,3,0,0,0,0,1
3012,11,2,180,0,7229.0,19,15,50,2,1,0,0,0,0
3013,8,4,1475,2,13547.0,7,5,5,3,0,0,1,0,0
3014,1,3,155,0,3873.0,6,21,55,4,0,1,0,0,0
3015,11,3,730,1,14388.0,16,21,30,1,0,1,0,0,0
3016,11,3,910,1,13731.0,18,24,55,4,0,1,0,0,0
3017,1,3,160,0,3815.0,6,27,55,2,0,1,0,0,0
3018,11,1,90,0,5678.0,15,15,50,4,0,0,0,0,1
3019,11,3,1495,1,9663.0,8,5,25,3,0,1,0,0,0
3020,4,3,455,1,8855.0,16,21,40,1,0,1,0,0,0
3021,11,4,1125,2,15129.0,9,5,40,3,0,0,1,0,0
3022,11,2,365,1,13555.0,16,18,55,0,1,0,0,0,0
3023,11,3,665,1,10844.0,21,21,10,1,0,1,0,0,0
3024,11,2,580,1,7832.0,11,21,40,3,1,0,0,0,0
3025,11,4,810,2,11150.0,23,27,5,3,0,0,1,0,0
3026,5,3,865,1,8452.0,20,5,20,3,0,1,0,0,0
3027,9,4,385,1,9646.0,9,6,45,4,0,0,1,0,0
3028,3,2,170,0,3943.0,10,24,10,0,1,0,0,0,0
3029,4,4,355,1,5281.0,7,6,0,4,0,0,1,0,0
3030,8,4,865,2,14667.0,17,6,15,6,0,0,1,0,0
3031,11,3,800,1,14571.0,20,24,0,4,0,1,0,0,0
3032,11,2,390,1,28097.0,5,3,50,3,1,0,0,0,0
3033,11,2,1355,1,17471.0,20,3,35,0,1,0,0,0,0
3034,11,4,660,1,10577.0,8,6,0,4,0,0,1,0,0
3035,9,4,465,1,14848.0,11,24,30,0,0,0,1,0,0
3036,3,2,170,0,4591.0,23,15,30,0,1,0,0,0,0
3037,3,0,140,0,3597.0,19,18,35,5,0,0,0,1,0
3038,3,4,380,1,6938.0,16,27,10,0,0,0,1,0,0
3039,2,3,150,0,3807.0,19,24,55,0,0,1,0,0,0
3040,11,4,600,1,10262.0,9,6,0,4,0,0,1,0,0
3041,8,3,725,2,11432.0,8,5,20,3,0,1,0,0,0
3042,11,2,160,0,7229.0,19,21,55,3,1,0,0,0,0
3043,9,4,465,1,14848.0,11,21,30,1,0,0,1,0,0
3044,11,3,1025,1,8586.0,6,15,30,2,0,1,0,0,0
3045,9,4,520,1,6106.0,10,4,35,2,0,0,1,0,0
3046,1,3,140,0,3873.0,22,5,20,1,0,1,0,0,0
3047,11,4,440,2,15812.0,11,15,40,5,0,0,1,0,0
3048,11,3,1080,1,12121.0,20,24,25,4,0,1,0,0,0
3049,11,3,800,1,8586.0,6,5,30,3,0,1,0,0,0
3050,9,4,705,1,7354.0,7,6,30,4,0,0,1,0,0
3051,3,3,160,0,4778.0,21,3,25,0,0,1,0,0,0
3052,3,4,750,1,6838.0,8,6,30,4,0,0,1,0,0
3053,9,4,755,1,10276.0,9,3,45,0,0,0,1,0,0
3054,11,2,180,0,8016.0,8,18,20,1,1,0,0,0,0
3055,8,2,615,1,4943.0,8,21,15,3,1,0,0,0,0
3056,3,2,170,0,4823.0,8,24,30,0,1,0,0,0,0
3057,11,3,475,1,12996.0,8,4,25,4,0,1,0,0,0
3058,8,4,615,1,9929.0,9,27,0,0,0,0,1,0,0
3059,9,4,930,1,9508.0,10,6,0,2,0,0,1,0,0
3060,8,4,185,0,5674.0,18,21,5,3,0,0,1,0,0
3061,3,0,145,0,3858.0,11,18,35,1,0,0,0,1,0
3062,3,3,155,0,4804.0,22,24,15,4,0,1,0,0,0
3063,9,4,690,1,13377.0,14,27,0,0,0,0,1,0,0
3064,11,4,805,1,12898.0,15,27,0,0,0,0,1,0,0
3065,2,3,155,0,4409.0,10,6,20,6,0,1,0,0,0
3066,2,4,870,1,8759.0,7,6,55,6,0,0,1,0,0
3067,8,2,1405,1,10394.0,0,3,30,6,1,0,0,0,0
3068,3,0,145,0,3858.0,11,18,35,0,0,0,0,1,0
3069,2,4,330,1,6253.0,7,15,55,5,0,0,1,0,0
3070,11,4,1045,2,15129.0,19,27,10,0,0,0,1,0,0
3071,4,3,470,1,4773.0,6,24,35,6,0,1,0,0,0
3072,11,3,1610,1,9663.0,6,21,30,1,0,1,0,0,0
3073,11,3,1005,1,12692.0,17,6,0,4,0,1,0,0,0
3074,3,2,165,0,3943.0,1,6,30,3,1,0,0,0,0
3075,11,3,1685,1,10703.0,17,5,0,3,0,1,0,0,0
3076,3,4,860,1,8784.0,6,27,40,2,0,0,1,0,0
3077,9,4,585,1,11622.0,9,6,15,4,0,0,1,0,0
3078,3,0,140,0,5277.0,22,24,5,4,0,0,0,1,0
3079,2,4,865,1,8327.0,16,21,45,1,0,0,1,0,0
3080,3,4,195,0,6885.0,5,3,35,1,0,0,1,0,0
3081,11,2,180,0,8016.0,17,6,45,4,1,0,0,0,0
3082,3,4,305,1,10112.0,23,6,30,6,0,0,1,0,0
3083,3,4,485,1,14871.0,17,3,30,0,0,0,1,0,0
3084,11,4,600,1,10262.0,9,6,0,4,0,0,1,0,0
3085,11,1,90,0,2470.0,19,24,35,6,0,0,0,0,1
3086,8,4,1210,2,11622.0,13,3,15,1,0,0,1,0,0
3087,5,3,865,1,8662.0,20,5,20,2,0,1,0,0,0
3088,8,4,1560,2,11972.0,17,24,15,0,0,0,1,0,0
3089,11,4,1140,2,11992.0,9,6,25,3,0,0,1,0,0
3090,11,4,1105,1,12373.0,10,18,0,5,0,0,1,0,0
3091,9,4,930,1,7198.0,10,6,0,6,0,0,1,0,0
3092,11,4,330,1,14714.0,7,15,5,5,0,0,1,0,0
3093,3,4,570,1,6316.0,16,6,0,4,0,0,1,0,0
3094,8,4,875,1,5998.0,17,27,40,2,0,0,1,0,0
3095,11,3,1285,1,13044.0,18,6,55,4,0,1,0,0,0
3096,9,4,565,1,9646.0,13,6,5,4,0,0,1,0,0
3097,2,4,865,1,6451.0,16,27,45,3,0,0,1,0,0
3098,4,4,355,1,5281.0,7,24,0,0,0,0,1,0,0
3099,11,1,90,0,2228.0,19,5,35,5,0,0,0,0,1
3100,3,2,165,0,3943.0,6,6,5,6,1,0,0,0,0
3101,8,4,1245,2,11753.0,10,15,55,5,0,0,1,0,0
3102,11,4,810,2,12819.0,23,24,5,0,0,0,1,0,0
3103,11,4,1735,2,8728.0,13,21,55,3,0,0,1,0,0
3104,1,4,270,1,4812.0,8,5,45,3,0,0,1,0,0
3105,11,3,1745,1,14151.0,17,5,0,5,0,1,0,0,0
3106,5,3,765,1,8452.0,20,5,20,5,0,1,0,0,0
3107,3,3,305,1,6762.0,15,24,10,6,0,1,0,0,0
3108,11,2,1100,1,13817.0,18,3,55,1,1,0,0,0,0
3109,11,4,1355,1,12898.0,14,21,0,1,0,0,1,0,0
3110,3,3,265,1,3480.0,19,4,20,1,0,1,0,0,0
3111,11,2,580,1,27992.0,11,3,40,3,1,0,0,0,0
3112,11,4,600,2,7791.0,18,21,25,3,0,0,1,0,0
3113,8,4,1010,1,5704.0,6,21,10,3,0,0,1,0,0
3114,3,3,340,1,5268.0,16,21,35,1,0,1,0,0,0
3115,4,2,170,0,3898.0,11,6,40,3,1,0,0,0,0
3116,1,3,150,0,3847.0,9,15,0,4,0,1,0,0,0
3117,9,4,690,1,10877.0,7,6,30,4,0,0,1,0,0
3118,9,4,630,1,8371.0,8,4,45,2,0,0,1,0,0
3119,9,4,920,1,7038.0,7,6,10,3,0,0,1,0,0
3120,11,3,590,1,14571.0,6,6,30,4,0,1,0,0,0
3121,11,3,800,1,11841.0,20,6,0,4,0,1,0,0,0
3122,11,4,1390,2,15129.0,13,18,25,5,0,0,1,0,0
3123,1,3,140,0,3841.0,22,15,20,5,0,1,0,0,0
3124,11,4,1505,1,10262.0,11,24,30,0,0,0,1,0,0
3125,8,3,155,0,4460.0,20,4,45,1,0,1,0,0,0
3126,3,2,175,0,7648.0,18,3,25,6,1,0,0,0,0
3127,5,3,790,1,8610.0,7,6,10,3,0,1,0,0,0
3128,3,0,140,0,3597.0,13,18,15,1,0,0,0,1,0
3129,3,4,515,1,6442.0,7,24,35,0,0,0,1,0,0
3130,3,4,860,1,12351.0,6,3,40,1,0,0,1,0,0
3131,9,4,480,1,14067.0,17,21,30,1,0,0,1,0,0
3132,3,2,170,0,4823.0,20,15,0,2,1,0,0,0,0
3133,5,3,1750,1,12102.0,17,24,0,6,0,1,0,0,0
3134,11,1,85,0,8040.0,7,24,5,4,0,0,0,0,1
3135,3,2,175,0,7648.0,10,3,5,6,1,0,0,0,0
3136,3,4,325,1,6582.0,2,5,0,3,0,0,1,0,0
3137,5,2,170,0,4668.0,11,6,30,4,1,0,0,0,0
3138,3,2,170,0,4823.0,20,4,0,4,1,0,0,0,0
3139,1,3,140,0,3873.0,22,5,20,5,0,1,0,0,0
3140,9,4,535,1,8476.0,10,18,20,5,0,0,1,0,0
3141,3,4,315,1,5636.0,7,27,15,0,0,0,1,0,0
3142,11,3,685,1,8586.0,8,5,25,3,0,1,0,0,0
3143,3,2,175,0,4823.0,18,6,25,3,1,0,0,0,0
3144,8,4,170,0,6881.0,5,3,10,0,0,0,1,0,0
3145,11,3,510,1,10844.0,14,5,5,3,0,1,0,0,0
3146,3,3,220,1,4226.0,19,24,35,2,0,1,0,0,0
3147,11,4,1425,1,12373.0,19,5,15,3,0,0,1,0,0
3148,8,3,810,2,10697.0,8,6,20,3,0,1,0,0,0
3149,11,1,90,0,4995.0,10,6,20,2,0,0,0,0,1
3150,8,4,1595,2,9443.0,16,24,40,0,0,0,1,0,0
3151,11,4,1375,2,13029.0,5,18,30,5,0,0,1,0,0
3152,11,4,2040,2,12347.0,18,21,25,3,0,0,1,0,0
3153,9,4,480,1,7408.0,13,6,0,4,0,0,1,0,0
3154,11,3,865,1,7064.0,18,4,55,4,0,1,0,0,0
3155,11,4,925,1,13843.0,13,3,0,0,0,0,1,0,0
3156,3,3,155,0,4174.0,15,4,30,2,0,1,0,0,0
3157,9,4,565,3,16294.0,11,15,35,2,0,0,1,0,0
3158,1,3,155,0,3841.0,6,18,55,5,0,1,0,0,0
3159,3,2,170,0,4423.0,4,15,0,5,1,0,0,0,0
3160,8,4,170,0,5201.0,5,6,10,4,0,0,1,0,0
3161,8,2,1705,2,12599.0,6,3,45,6,1,0,0,0,0
3162,3,1,90,0,4049.0,6,21,25,1,0,0,0,0,1
3163,8,3,1505,2,12797.0,9,24,25,4,0,1,0,0,0
3164,11,3,870,1,13067.0,20,24,25,4,0,1,0,0,0
3165,5,3,1350,1,9345.0,20,24,20,4,0,1,0,0,0
3166,3,4,425,1,6818.0,5,21,5,1,0,0,1,0,0
3167,11,1,90,0,8040.0,10,5,20,1,0,0,0,0,1
3168,11,4,1095,2,14300.0,18,6,20,4,0,0,1,0,0
3169,9,4,435,1,13727.0,18,15,15,2,0,0,1,0,0
3170,11,2,1050,1,7832.0,16,21,55,3,1,0,0,0,0
3171,9,4,535,1,16259.0,4,3,0,1,0,0,1,0,0
3172,3,2,170,0,4823.0,8,27,30,3,1,0,0,0,0
3173,11,2,1235,1,16736.0,11,3,40,0,1,0,0,0,0
3174,8,3,1200,2,13217.0,9,6,25,3,0,1,0,0,0
3175,9,4,490,1,6637.0,12,27,50,2,0,0,1,0,0
3176,11,3,1025,1,10844.0,18,6,55,4,0,1,0,0,0
3177,9,4,555,1,8401.0,10,21,0,3,0,0,1,0,0
3178,1,3,145,0,3873.0,9,4,0,2,0,1,0,0,0
3179,11,4,505,2,12410.0,20,24,0,0,0,0,1,0,0
3180,11,4,810,2,15129.0,23,18,5,5,0,0,1,0,0
3181,3,2,170,0,4423.0,13,5,0,5,1,0,0,0,0
3182,11,4,360,1,16079.0,13,27,0,0,0,0,1,0,0
3183,8,3,1105,2,15894.0,14,6,30,3,0,1,0,0,0
3184,9,4,845,1,9103.0,4,15,55,2,0,0,1,0,0
3185,8,4,1350,1,8991.0,9,6,45,4,0,0,1,0,0
3186,8,3,1530,2,7893.0,16,4,50,4,0,1,0,0,0
3187,3,1,90,0,4575.0,2,3,30,6,0,0,0,0,1
3188,1,3,145,0,3873.0,9,5,0,1,0,1,0,0,0
3189,11,2,935,1,7832.0,5,21,45,3,1,0,0,0,0
3190,3,0,140,0,3597.0,14,5,45,5,0,0,0,1,0
3191,11,3,1575,1,13759.0,21,24,10,6,0,1,0,0,0
3192,11,2,185,0,7229.0,18,27,55,0,1,0,0,0,0
3193,1,3,155,0,3873.0,6,15,55,0,0,1,0,0,0
3194,9,4,780,1,9794.0,6,15,0,2,0,0,1,0,0
3195,8,4,1125,1,6681.0,13,27,30,2,0,0,1,0,0
3196,3,2,180,0,4423.0,21,21,15,6,1,0,0,0,0
3197,11,3,685,1,10844.0,8,15,25,2,0,1,0,0,0
3198,3,4,705,1,7258.0,9,6,15,6,0,0,1,0,0
3199,11,1,90,0,4995.0,10,6,20,4,0,0,0,0,1
3200,11,4,1325,1,14924.0,20,6,55,4,0,0,1,0,0
3201,5,2,1665,1,6590.0,6,15,40,4,1,0,0,0,0
3202,11,4,940,1,10262.0,20,6,55,2,0,0,1,0,0
3203,1,3,150,0,5515.0,9,3,0,1,0,1,0,0,0
3204,11,4,1475,2,6643.0,19,27,10,2,0,0,1,0,0
3205,3,1,90,0,2754.0,19,24,5,0,0,0,0,0,1
3206,3,4,310,1,6493.0,17,6,5,4,0,0,1,0,0
3207,3,3,325,1,6218.0,18,24,5,4,0,1,0,0,0
3208,8,4,800,2,10861.0,5,6,55,3,0,0,1,0,0
3209,3,4,515,1,7094.0,7,3,35,0,0,0,1,0,0
3210,1,1,85,0,2227.0,22,24,45,6,0,0,0,0,1
3211,11,2,180,0,4544.0,19,21,50,6,1,0,0,0,0
3212,8,2,630,2,7664.0,5,21,50,3,1,0,0,0,0
3213,11,2,180,0,8016.0,17,27,45,3,1,0,0,0,0
3214,2,3,150,0,3807.0,22,27,50,0,0,1,0,0,0
3215,8,4,725,2,12698.0,7,6,10,2,0,0,1,0,0
3216,11,3,1330,1,8586.0,6,24,30,4,0,1,0,0,0
3217,11,3,1330,1,7064.0,6,4,30,4,0,1,0,0,0
3218,3,4,195,0,5601.0,5,6,35,4,0,0,1,0,0
3219,1,4,380,1,7317.0,15,21,45,1,0,0,1,0,0
3220,8,3,1470,3,12797.0,10,5,0,2,0,1,0,0,0
3221,3,3,255,1,4226.0,6,4,15,1,0,1,0,0,0
3222,11,3,395,1,14151.0,17,5,0,3,0,1,0,0,0
3223,3,4,890,1,6628.0,10,27,45,2,0,0,1,0,0
3224,3,2,170,0,8033.0,4,3,0,1,1,0,0,0,0
3225,9,4,505,1,11200.0,10,6,35,6,0,0,1,0,0
3226,3,3,155,0,4804.0,15,24,30,0,0,1,0,0,0
3227,2,3,720,1,5192.0,22,6,40,4,0,1,0,0,0
3228,11,4,1125,2,13014.0,9,6,40,4,0,0,1,0,0
3229,11,3,1525,1,10844.0,21,21,10,1,0,1,0,0,0
3230,9,4,510,1,15603.0,7,3,0,0,0,0,1,0,0
3231,4,2,175,0,4239.0,7,4,45,0,1,0,0,0,0
3232,11,3,1200,1,13044.0,14,6,5,4,0,1,0,0,0
3233,11,4,1485,1,12898.0,18,27,15,0,0,0,1,0,0
3234,1,3,520,1,6013.0,8,4,35,4,0,1,0,0,0
3235,11,3,365,1,14781.0,16,5,30,2,0,1,0,0,0
